short_name,player_positions,value_eur,overall,potential,age,international_reputation,preferred_foot,weak_foot,skill_moves,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic
W. Kenndal,"CDM, CM",775000.0,65,67,27,1,Right,3,3,173,65,71.0,45.0,62.0,65.0,60.0,62.0
P. Martino,"RB, LB",825000.0,65,67,25,1,Right,4,3,178,75,70.0,41.0,53.0,54.0,63.0,65.0
K. Tejan,ST,900000.0,65,67,26,1,Left,3,4,186,85,66.0,63.0,52.0,63.0,32.0,84.0
L. Koopmans,GK,550000.0,65,66,29,1,Right,3,1,190,83,,,,,,
L. Gülen,"CB, RB",650000.0,65,66,29,1,Right,3,2,185,77,78.0,30.0,49.0,61.0,63.0,74.0
F. Stritzel,GK,550000.0,65,66,29,1,Right,3,1,197,92,,,,,,
M. Hallberg,CM,825000.0,65,66,27,1,Right,4,2,180,68,66.0,64.0,66.0,66.0,61.0,67.0
L. Roberts,GK,575000.0,65,66,28,1,Left,2,1,194,82,,,,,,
P. Gregor,"CB, RWB",650000.0,65,66,29,1,Right,3,2,189,80,63.0,39.0,54.0,59.0,64.0,70.0
L. Vigouroux,GK,550000.0,65,66,29,1,Left,2,1,194,77,,,,,,
P. Stolarski,RB,750000.0,65,66,27,1,Right,3,2,181,74,81.0,52.0,60.0,62.0,58.0,67.0
M. Flis,CB,650000.0,65,66,29,1,Left,3,2,185,75,69.0,31.0,51.0,54.0,64.0,73.0
V. Vevatne,"CB, LB",675000.0,65,66,28,1,Right,5,2,183,73,66.0,57.0,55.0,61.0,63.0,77.0
J. Wright,CB,675000.0,65,66,28,1,Right,3,2,193,82,41.0,34.0,50.0,55.0,63.0,76.0
P. Matricardi,CB,650000.0,65,66,29,1,Right,3,2,190,83,51.0,33.0,40.0,40.0,63.0,77.0
K. Dankowski,"RB, LB",775000.0,65,66,26,1,Right,3,2,177,67,76.0,52.0,55.0,64.0,61.0,66.0
M. Konradsen,CM,825000.0,65,66,27,1,Right,3,2,176,72,69.0,58.0,62.0,66.0,62.0,68.0
E. O'Connell,CB,725000.0,65,66,27,1,Right,4,2,191,80,59.0,41.0,49.0,53.0,63.0,80.0
N. Kosović,CDM,700000.0,65,66,28,1,Right,4,2,178,71,68.0,63.0,69.0,69.0,63.0,47.0
C. Ogilvie,LB,750000.0,65,66,27,1,Left,3,2,184,82,66.0,44.0,58.0,59.0,62.0,76.0
J. Jach,CB,650000.0,65,66,29,1,Left,2,2,189,78,50.0,45.0,51.0,53.0,62.0,71.0
S. Ojo,"RM, CAM, LM",850000.0,65,66,26,1,Left,3,3,179,81,78.0,58.0,59.0,67.0,31.0,59.0
M. Reinthaler,CB,675000.0,65,66,28,1,Right,3,2,193,87,65.0,43.0,54.0,54.0,64.0,75.0
S. D'Almeida,"CM, CDM",825000.0,65,66,27,1,Right,2,3,178,78,75.0,55.0,60.0,67.0,61.0,79.0
M. Bustos,"CAM, RW",825000.0,65,66,27,1,Left,3,3,168,68,69.0,64.0,63.0,68.0,26.0,53.0
K. Froese,"CF, ST, CAM",825000.0,65,66,27,1,Right,2,3,176,82,80.0,59.0,63.0,67.0,57.0,68.0
T. Thomas,"CB, LB",725000.0,65,66,27,1,Right,3,2,190,86,60.0,40.0,56.0,57.0,63.0,76.0
M. Romero,"CM, RWB, CDM",825000.0,65,66,27,1,Right,3,3,179,72,72.0,57.0,60.0,68.0,61.0,64.0
M. Rodriguez,"CM, LM, RM",825000.0,65,66,27,1,Right,3,3,173,65,62.0,63.0,66.0,70.0,53.0,59.0
E. Baldini,"ST, CAM",850000.0,65,66,26,1,Right,4,3,180,75,74.0,66.0,57.0,70.0,28.0,55.0
J. Lindsay,"CM, CDM",825000.0,65,66,27,1,Right,2,2,183,67,57.0,60.0,63.0,66.0,63.0,67.0
N. Kijewski,"LWB, CB",750000.0,65,66,27,1,Left,2,3,176,74,63.0,38.0,59.0,65.0,62.0,63.0
J. Ertlthaler,"LM, CM, CAM",850000.0,65,66,26,1,Right,4,3,169,62,71.0,54.0,61.0,66.0,39.0,43.0
A. Turkeš,ST,825000.0,65,66,27,1,Left,3,3,193,84,64.0,66.0,51.0,63.0,23.0,64.0
M. Dominguez,"CAM, CM, CF",825000.0,65,66,27,1,Left,4,4,173,63,72.0,60.0,64.0,68.0,46.0,49.0
A. Filin,CB,675000.0,65,66,28,1,Left,4,2,185,71,74.0,34.0,48.0,57.0,65.0,68.0
M. Millar,"RB, RM, LM",775000.0,65,66,26,1,Right,3,3,186,80,75.0,57.0,57.0,63.0,59.0,77.0
L. Owusu,RB,775000.0,65,66,26,1,Right,3,3,174,68,80.0,55.0,61.0,64.0,58.0,68.0
L. Gibson,"LB, LWB, CDM",775000.0,65,66,26,1,Left,3,2,185,71,69.0,35.0,55.0,59.0,62.0,68.0
S. Clare,"RB, CB",775000.0,65,66,26,1,Right,3,3,190,79,73.0,50.0,58.0,62.0,62.0,72.0
H. Balić,"ST, CF, LW",825000.0,65,66,27,1,Right,3,3,183,75,89.0,62.0,59.0,67.0,30.0,58.0
Jacobo,"RM, LM, CAM",850000.0,65,66,26,1,Right,3,3,179,66,75.0,65.0,62.0,69.0,33.0,48.0
B. Bronico,"CDM, CM, RB",700000.0,65,66,28,1,Right,3,3,173,70,67.0,59.0,58.0,67.0,61.0,67.0
Silva,CDM,725000.0,65,66,27,1,Right,3,2,183,78,69.0,47.0,60.0,62.0,62.0,70.0
J. Nietfeld,"CB, ST",650000.0,65,66,29,1,Right,3,2,186,83,72.0,62.0,59.0,64.0,64.0,73.0
J. Lorch,"CDM, CM, CB",725000.0,65,66,27,1,Right,4,2,188,79,65.0,46.0,58.0,59.0,64.0,74.0
M. Wolfram,"ST, RW, LW",850000.0,65,66,26,1,Right,3,3,186,81,72.0,64.0,61.0,65.0,37.0,67.0
B. Țîru,CB,650000.0,65,66,29,1,Right,3,2,185,80,50.0,34.0,44.0,48.0,64.0,78.0
B. Labeau,ST,825000.0,65,66,27,1,Right,3,3,183,85,68.0,64.0,52.0,65.0,22.0,73.0
Y. Fekir,"LM, CAM, RM",850000.0,65,66,26,1,Right,3,3,170,65,74.0,65.0,62.0,70.0,30.0,49.0
F. Brandhof,CM,825000.0,65,66,26,1,Right,3,2,182,80,80.0,60.0,64.0,69.0,63.0,77.0
A. Bolivar,"CDM, CM",725000.0,65,66,27,1,Right,3,2,173,73,61.0,46.0,60.0,62.0,62.0,65.0
C. Alemán,"CAM, LM, RM",825000.0,65,66,27,1,Left,3,3,185,72,73.0,54.0,62.0,62.0,34.0,58.0
Liu Yiming,CB,675000.0,65,66,28,1,Right,2,2,188,79,65.0,26.0,47.0,47.0,63.0,77.0
Huang Zichang,"RM, LM, ST",850000.0,65,66,26,1,Right,4,3,173,67,85.0,58.0,50.0,71.0,43.0,68.0
Jauregi,ST,850000.0,65,66,26,1,Right,3,2,184,81,55.0,67.0,48.0,61.0,25.0,61.0
M. Malec,CB,675000.0,65,66,28,1,Left,2,2,190,84,68.0,31.0,46.0,46.0,63.0,74.0
Avilés,"RM, ST, CM",850000.0,65,66,25,1,Right,4,3,181,71,70.0,60.0,61.0,66.0,23.0,51.0
M. Loría,"RM, LM",850000.0,65,66,26,1,Left,2,3,178,77,79.0,63.0,61.0,68.0,43.0,59.0
J. Carls,"LB, LM",775000.0,65,66,26,1,Left,3,2,177,70,80.0,56.0,57.0,65.0,57.0,60.0
V. Tasar,"RM, ST",850000.0,65,66,26,1,Left,3,3,174,67,75.0,62.0,61.0,65.0,30.0,49.0
G. Debeljuh,ST,850000.0,65,66,26,1,Right,3,2,185,80,60.0,62.0,46.0,61.0,25.0,77.0
C. Cauz,"LB, CB",775000.0,65,66,26,1,Left,3,2,188,78,74.0,43.0,53.0,60.0,64.0,65.0
D. Noboa,"CDM, CM",700000.0,65,66,28,1,Right,3,2,183,79,72.0,61.0,62.0,65.0,60.0,72.0
M. Rabines,GK,550000.0,65,66,29,1,Right,2,1,183,79,,,,,,
B. Garrity,"CM, CAM",825000.0,65,66,26,1,Right,2,3,183,74,79.0,60.0,61.0,64.0,62.0,74.0
Á. Meléndez,RM,850000.0,65,66,26,1,Right,3,3,170,62,75.0,61.0,59.0,65.0,17.0,49.0
M. Kreuzriegler,"CB, LWB",650000.0,65,66,29,1,Left,3,2,182,80,62.0,33.0,46.0,49.0,65.0,66.0
L. Lokotsch,ST,825000.0,65,66,27,1,Right,4,2,190,82,71.0,63.0,50.0,61.0,36.0,81.0
K. Alıcı,RB,775000.0,65,66,26,1,Right,2,2,183,73,73.0,49.0,59.0,63.0,63.0,62.0
Ó. Baldomar,"RWB, RB, CB",750000.0,65,66,27,1,Right,3,3,179,68,68.0,30.0,53.0,53.0,63.0,50.0
W. Baeten,"RM, CAM",850000.0,65,66,26,1,Left,3,3,181,77,73.0,63.0,62.0,64.0,52.0,68.0
M. Grzybek,"LB, RB, RM",750000.0,65,66,27,1,Right,3,3,178,68,75.0,46.0,60.0,62.0,58.0,64.0
Guilherme Garutti,CB,650000.0,65,66,29,1,Right,2,2,192,86,61.0,46.0,44.0,39.0,63.0,79.0
J. Mansoni,"RWB, RM, RB",750000.0,65,66,27,1,Right,3,2,185,78,83.0,60.0,56.0,65.0,58.0,69.0
D. Theodorou,"RW, RM",850000.0,65,66,25,1,Right,3,3,175,69,72.0,62.0,59.0,66.0,21.0,49.0
O. Barreto,"CB, CDM",750000.0,65,66,25,1,Right,2,2,185,81,51.0,51.0,55.0,59.0,64.0,70.0
M. Ferreira,CB,650000.0,65,66,29,1,Left,1,2,175,76,59.0,33.0,45.0,48.0,66.0,68.0
Aleix Garrido,"CM, CAM",825000.0,65,66,19,1,Right,3,2,171,68,64.0,57.0,62.0,68.0,51.0,48.0
I. Pittas,"ST, CF",850000.0,65,66,26,1,Right,4,3,180,72,65.0,66.0,39.0,58.0,23.0,63.0
D. Minervino,RB,750000.0,65,66,27,1,Right,2,2,171,72,78.0,43.0,52.0,60.0,63.0,59.0
A. Johansson,CB,,65,65,41,1,Right,3,2,184,78,32.0,49.0,58.0,57.0,65.0,69.0
M. Langer,GK,80000.0,65,65,38,1,Right,2,1,195,93,,,,,,
N. Mäenpää,GK,80000.0,65,65,38,1,Right,3,1,191,86,,,,,,
D. Verhulst,GK,80000.0,65,65,35,1,Right,3,1,193,99,,,,,,
D. Lewington,CB,130000.0,65,65,39,1,Left,3,2,183,86,32.0,38.0,61.0,57.0,64.0,76.0
S. Carson,GK,80000.0,65,65,37,1,Right,3,1,188,86,,,,,,
L. Fleitas,"RB, CB",160000.0,65,65,39,1,Right,3,2,180,75,57.0,60.0,67.0,61.0,67.0,65.0
R. Keogh,CB,130000.0,65,65,36,1,Right,3,2,189,87,40.0,31.0,56.0,54.0,65.0,66.0
M. McGovern,GK,80000.0,65,65,38,1,Right,3,1,191,89,,,,,,
C. Davies,CB,130000.0,65,65,38,2,Right,3,2,188,76,34.0,35.0,44.0,48.0,67.0,58.0
S. Fletcher,ST,240000.0,65,65,36,1,Left,2,3,186,76,46.0,66.0,56.0,63.0,32.0,65.0
T. Carson,GK,80000.0,65,65,35,1,Right,3,1,182,80,,,,,,
S. Hagen,CB,130000.0,65,65,37,1,Right,3,2,185,80,32.0,35.0,51.0,44.0,67.0,64.0
R. Griffiths,"CB, CDM",190000.0,65,65,35,1,Right,4,2,187,86,34.0,50.0,57.0,58.0,64.0,78.0
F. Bastians,"LB, CB",220000.0,65,65,35,1,Left,3,3,188,84,56.0,55.0,60.0,56.0,68.0,71.0
P. Huntington,CB,190000.0,65,65,35,1,Right,2,2,191,80,30.0,32.0,40.0,37.0,65.0,76.0
S. Aresti,GK,80000.0,65,65,37,1,Right,2,1,188,78,,,,,,
S. Aluko,"CAM, RM, RW",325000.0,65,65,34,1,Left,2,3,173,62,72.0,60.0,62.0,70.0,40.0,49.0
L. Stevenson,"LB, CB",220000.0,65,65,35,1,Left,3,2,170,67,70.0,42.0,59.0,61.0,62.0,72.0
J. Arce,"CAM, LM, RM",230000.0,65,65,38,1,Right,3,4,176,62,51.0,66.0,64.0,68.0,37.0,46.0
P. Frattali,GK,80000.0,65,65,37,1,Right,1,1,185,79,,,,,,
S. Vokes,ST,450000.0,65,65,33,1,Right,3,2,186,90,36.0,66.0,57.0,57.0,42.0,82.0
O. Bozanic,"CAM, CM, CDM",325000.0,65,65,34,1,Left,3,3,179,75,60.0,65.0,65.0,66.0,60.0,75.0
S. Al Sheeb,GK,,65,65,33,1,Right,3,1,188,79,,,,,,
Wu Yan,GK,120000.0,65,65,34,1,Right,2,1,191,85,,,,,,
E. Knudtzon,RWB,250000.0,65,65,34,1,Right,2,3,178,70,82.0,58.0,58.0,63.0,57.0,68.0
Zhang Chengdong,"CB, RB",230000.0,65,65,34,1,Right,2,2,185,76,54.0,60.0,61.0,63.0,63.0,76.0
S. Bruzzese,GK,120000.0,65,65,34,1,Right,4,1,185,80,,,,,,
A. Bjelland,CB,230000.0,65,65,34,1,Left,3,2,188,85,32.0,44.0,58.0,54.0,65.0,68.0
Yu Dabao,"CB, ST",190000.0,65,65,35,1,Right,2,3,185,79,53.0,58.0,58.0,57.0,61.0,75.0
A. Nemec,ST,240000.0,65,65,37,1,Left,3,2,192,90,37.0,66.0,51.0,58.0,30.0,71.0
L. Daniels,GK,80000.0,65,65,35,1,Right,3,1,195,90,,,,,,
Koffi,ST,240000.0,65,65,37,1,Right,3,3,181,78,68.0,62.0,52.0,67.0,36.0,69.0
J. Chester,CB,230000.0,65,65,34,1,Right,3,2,180,75,47.0,34.0,54.0,56.0,66.0,64.0
J. Magennis,ST,575000.0,65,65,32,1,Right,3,2,188,92,50.0,64.0,55.0,59.0,43.0,83.0
K. Dennis,ST,450000.0,65,65,33,1,Left,1,2,180,75,65.0,65.0,52.0,63.0,38.0,75.0
G. Friend,"CB, LB",190000.0,65,65,35,1,Left,3,3,188,83,45.0,55.0,60.0,61.0,66.0,60.0
L. Sercombe,CM,450000.0,65,65,33,1,Right,4,3,178,69,53.0,60.0,64.0,65.0,56.0,66.0
Dani Pacheco,"LM, CAM, CF",575000.0,65,65,32,1,Right,3,3,169,67,68.0,63.0,64.0,69.0,36.0,53.0
A. Meijers,LB,220000.0,65,65,35,1,Left,4,3,176,77,63.0,55.0,63.0,66.0,63.0,67.0
A. Bittroff,CB,230000.0,65,65,34,1,Right,3,2,186,81,64.0,45.0,59.0,61.0,63.0,70.0
G. Lembet,GK,120000.0,65,65,34,1,Left,3,1,185,75,,,,,,
A. Sauthier,RB,500000.0,65,65,32,1,Right,3,2,185,75,59.0,54.0,65.0,61.0,63.0,67.0
S. Eriksson,"CDM, CM",240000.0,65,65,34,1,Left,3,2,184,75,55.0,50.0,64.0,61.0,62.0,68.0
S. Souprayen,"CB, LB",230000.0,65,65,34,1,Left,3,2,187,77,68.0,36.0,58.0,62.0,63.0,74.0
A. Shinnie,"CM, LW, ST",450000.0,65,65,33,1,Right,4,3,180,70,67.0,62.0,64.0,67.0,60.0,68.0
J. Durmaz,"CM, CAM, LM",325000.0,65,65,34,1,Left,4,3,181,69,54.0,66.0,71.0,70.0,48.0,61.0
M. Albæk,"CM, CDM",450000.0,65,65,33,1,Left,3,2,182,77,48.0,63.0,66.0,65.0,63.0,68.0
A. Sobiech,ST,450000.0,65,65,33,1,Right,3,2,185,75,63.0,65.0,56.0,65.0,31.0,66.0
H. Afful,"RB, LB",160000.0,65,65,37,1,Right,3,3,170,67,68.0,57.0,65.0,69.0,61.0,66.0
M. Schäffler,ST,350000.0,65,65,34,1,Right,3,2,189,89,44.0,66.0,49.0,59.0,32.0,76.0
M. Eramo,"CM, CDM",450000.0,65,65,33,1,Right,4,3,181,75,68.0,59.0,63.0,67.0,60.0,72.0
N. Crovetto,LB,160000.0,65,65,37,1,Left,3,2,174,72,61.0,51.0,63.0,61.0,60.0,63.0
C. Main,ST,600000.0,65,65,31,1,Right,3,2,178,67,73.0,64.0,48.0,58.0,32.0,82.0
N. Gunnarsson,CB,475000.0,65,65,32,1,Right,3,2,188,80,53.0,49.0,55.0,56.0,64.0,76.0
M. Bolly,"LM, RM",575000.0,65,65,32,1,Right,4,3,185,77,90.0,59.0,55.0,68.0,31.0,61.0
M. Sandberg,GK,350000.0,65,65,32,1,Right,2,1,191,80,,,,,,
K. Conrad,CB,475000.0,65,65,32,1,Right,4,2,181,78,66.0,27.0,54.0,55.0,65.0,72.0
C. Mavinga,CB,475000.0,65,65,32,1,Left,2,2,183,81,71.0,39.0,57.0,59.0,62.0,72.0
P. Schürpf,"LM, ST",450000.0,65,65,33,1,Left,2,2,190,85,59.0,68.0,66.0,61.0,61.0,74.0
Romário,"CM, CDM",230000.0,65,65,37,1,Right,3,3,173,72,52.0,60.0,65.0,74.0,46.0,66.0
Javi Lara,"LM, CM, CDM",230000.0,65,65,37,1,Right,4,3,179,73,50.0,68.0,73.0,66.0,55.0,46.0
K. Leerdam,"RB, CB",375000.0,65,65,33,1,Right,3,3,178,70,68.0,49.0,62.0,64.0,62.0,70.0
D. Jablonský,CB,500000.0,65,65,31,1,Right,3,2,190,83,65.0,36.0,45.0,48.0,65.0,67.0
M. Chrapek,"CAM, CDM, CM",600000.0,65,65,31,1,Right,3,3,177,74,53.0,60.0,65.0,67.0,60.0,64.0
O. Beckles,CB,500000.0,65,65,31,1,Left,3,2,191,80,52.0,32.0,47.0,53.0,64.0,79.0
T. Flanagan,CB,500000.0,65,65,31,1,Right,3,2,188,76,43.0,34.0,52.0,47.0,64.0,77.0
C. Austin,ST,450000.0,65,65,33,1,Right,2,2,188,84,45.0,68.0,56.0,62.0,35.0,70.0
Crivellaro,CAM,325000.0,65,65,34,1,Left,3,3,184,81,44.0,66.0,68.0,66.0,45.0,69.0
C. Butcher,"CB, CDM",475000.0,65,65,32,1,Right,3,2,185,83,49.0,57.0,56.0,60.0,63.0,72.0
K. Babacar,ST,700000.0,65,65,30,2,Right,3,2,185,85,57.0,66.0,52.0,63.0,27.0,72.0
T. Bunbury,"ST, LM, RM",450000.0,65,65,33,1,Right,3,3,188,78,71.0,65.0,59.0,62.0,41.0,73.0
J. Davidson,"LB, LWB, CB",500000.0,65,65,32,1,Left,2,3,180,72,61.0,51.0,62.0,64.0,60.0,69.0
T. Eaves,ST,600000.0,65,65,31,1,Right,4,2,191,93,50.0,65.0,46.0,59.0,37.0,78.0
L. Castaignos,ST,700000.0,65,65,30,1,Right,2,3,188,85,65.0,64.0,60.0,67.0,32.0,66.0
P. Slišković,ST,575000.0,65,65,32,1,Right,3,2,193,90,57.0,66.0,42.0,58.0,33.0,76.0
S. Beitashour,"RB, LB",160000.0,65,65,36,1,Right,3,3,178,78,64.0,51.0,66.0,65.0,62.0,66.0
B. Oviedo,LB,375000.0,65,65,33,1,Left,3,3,172,70,65.0,56.0,61.0,66.0,63.0,59.0
M. Rømer,"CDM, CM, CB",500000.0,65,65,31,1,Right,3,2,181,79,58.0,51.0,59.0,61.0,59.0,76.0
S. Pettinari,ST,600000.0,65,65,31,1,Right,3,3,185,80,76.0,63.0,55.0,68.0,27.0,71.0
J. Williams,"LM, LW, CM",700000.0,65,65,29,1,Right,3,3,168,60,68.0,61.0,63.0,68.0,53.0,48.0
F. Jensen,"CB, CDM",575000.0,65,65,30,1,Right,3,2,186,73,50.0,51.0,59.0,61.0,65.0,70.0
Wang Gang,"RB, RWB",250000.0,65,65,34,1,Right,2,3,188,81,78.0,55.0,55.0,61.0,60.0,81.0
H. Radetinac,"RW, RB, LW",230000.0,65,65,37,1,Right,3,3,187,73,60.0,60.0,66.0,66.0,57.0,70.0
P. Chavarría,"ST, RM, LM",300000.0,65,65,35,1,Right,4,3,185,80,65.0,64.0,65.0,64.0,35.0,75.0
D. Post,CDM,240000.0,65,65,34,1,Right,3,2,191,92,36.0,57.0,57.0,55.0,61.0,84.0
L. Rose,CB,500000.0,65,65,31,1,Right,3,2,184,79,65.0,41.0,53.0,57.0,64.0,76.0
M. Novak,"RWB, CB",500000.0,65,65,32,1,Right,3,2,183,80,68.0,45.0,59.0,64.0,64.0,68.0
P. Wlazło,"CM, CDM",325000.0,65,65,34,1,Right,3,2,184,69,49.0,61.0,66.0,64.0,61.0,70.0
J. Knudsen,"LB, CB",625000.0,65,65,30,1,Left,2,2,187,82,48.0,45.0,60.0,57.0,65.0,77.0
M. Ortega,"CAM, CM",575000.0,65,65,32,1,Right,3,3,171,70,60.0,62.0,66.0,69.0,32.0,57.0
N. Blandi,ST,450000.0,65,65,33,1,Right,4,3,181,76,51.0,66.0,56.0,60.0,38.0,58.0
Lee Yong,"RB, RWB",160000.0,65,65,36,1,Right,3,2,180,74,66.0,52.0,64.0,61.0,63.0,67.0
Delgado,CB,350000.0,65,65,33,1,Left,3,2,181,76,49.0,36.0,51.0,51.0,66.0,70.0
F. Haugen,CM,575000.0,65,65,31,1,Right,3,3,182,76,68.0,65.0,65.0,67.0,59.0,67.0
R. Smallwood,"CDM, CM",475000.0,65,65,32,1,Right,2,2,180,72,51.0,54.0,62.0,56.0,61.0,76.0
C. Jenkinson,"CB, RB",500000.0,65,65,31,1,Right,2,2,185,77,69.0,52.0,60.0,63.0,64.0,71.0
P. Hoban,ST,600000.0,65,65,31,1,Right,3,2,180,84,53.0,66.0,57.0,60.0,38.0,72.0
M. Schulze Niehues,GK,120000.0,65,65,34,1,Right,3,1,192,90,,,,,,
Z. Boucher,GK,375000.0,65,65,31,1,Right,3,1,181,78,,,,,,
T. Barkhuizen,"LM, RM",700000.0,65,65,29,1,Right,3,3,179,72,81.0,60.0,59.0,65.0,50.0,63.0
J. Riedel,"CB, RB",500000.0,65,65,31,1,Right,4,2,182,76,71.0,37.0,52.0,61.0,65.0,70.0
C. Winchester,"CM, CDM",675000.0,65,65,30,1,Right,3,3,178,74,73.0,60.0,64.0,66.0,59.0,74.0
A. Søderlund,ST,300000.0,65,65,35,1,Right,4,2,187,86,48.0,67.0,56.0,61.0,39.0,75.0
A. Tveter,ST,575000.0,65,65,32,1,Left,2,3,190,86,54.0,68.0,59.0,60.0,33.0,74.0
Z. Valentin,RB,525000.0,65,65,31,1,Right,4,3,183,77,66.0,42.0,58.0,62.0,63.0,68.0
N. Næss,"CB, CDM, CM",575000.0,65,65,30,1,Right,3,2,183,82,40.0,52.0,63.0,60.0,64.0,71.0
Z. Erdal,LB,220000.0,65,65,35,1,Left,2,2,182,73,65.0,51.0,57.0,62.0,65.0,61.0
D. Bingham,GK,230000.0,65,65,33,1,Right,2,1,188,86,,,,,,
A. Vellios,ST,600000.0,65,65,31,1,Right,3,2,191,78,46.0,65.0,56.0,59.0,37.0,69.0
J. Ruffels,"LB, LWB",625000.0,65,65,29,1,Left,2,2,178,75,66.0,48.0,59.0,64.0,59.0,68.0
J. Maurer,GK,120000.0,65,65,34,1,Left,2,1,189,87,,,,,,
A. De Vitis,"CM, CDM, CB",575000.0,65,65,31,1,Right,3,2,184,77,64.0,61.0,63.0,66.0,62.0,73.0
Felipe Amorim,"LM, ST",575000.0,65,65,32,1,Right,2,3,179,69,73.0,58.0,60.0,69.0,35.0,58.0
Li Ke,"CM, CDM",675000.0,65,65,30,1,Right,3,3,171,70,74.0,61.0,63.0,66.0,63.0,70.0
F. Viviani,"CM, CDM",575000.0,65,65,31,1,Right,4,3,180,76,63.0,68.0,69.0,68.0,65.0,64.0
T. Blackett,"CB, LB",600000.0,65,65,29,1,Left,1,3,188,87,64.0,40.0,62.0,63.0,63.0,74.0
K. Løkberg,CM,575000.0,65,65,31,1,Right,4,3,174,69,66.0,62.0,63.0,67.0,63.0,74.0
E. Seidou,"LWB, CB",525000.0,65,65,31,1,Left,2,2,182,87,66.0,52.0,59.0,64.0,58.0,78.0
M. Bakalorz,CDM,350000.0,65,65,33,1,Right,4,2,180,79,56.0,61.0,57.0,59.0,63.0,75.0
M. Hanousek,"CDM, CM",500000.0,65,65,31,1,Right,3,2,186,78,45.0,58.0,59.0,50.0,66.0,63.0
P. Papp,"CB, RB",350000.0,65,65,33,1,Right,3,2,188,80,52.0,50.0,55.0,53.0,64.0,69.0
A. Wiegel,"RB, RM",525000.0,65,65,31,1,Right,3,3,179,70,75.0,60.0,59.0,64.0,60.0,68.0
L. Bacchetti,CB,575000.0,65,65,30,1,Left,3,2,189,79,58.0,40.0,44.0,47.0,65.0,71.0
C. Diop,GK,500000.0,65,65,29,1,Right,2,1,185,74,,,,,,
T. Grøgaard,LWB,625000.0,65,65,29,1,Left,2,3,180,73,73.0,43.0,59.0,63.0,59.0,68.0
Oriol Rosell,"CDM, CM",600000.0,65,65,30,1,Right,4,3,183,76,35.0,54.0,65.0,63.0,62.0,66.0
P. Steinhart,"LB, LM",625000.0,65,65,30,1,Left,3,2,181,73,73.0,55.0,64.0,60.0,59.0,72.0
R. Williams,"RW, RWB, ST",700000.0,65,65,29,1,Right,3,3,173,67,82.0,59.0,60.0,67.0,53.0,68.0
I. Touray,"LWB, LB",650000.0,65,65,28,1,Left,3,2,177,68,84.0,50.0,57.0,62.0,56.0,71.0
L. Droppa,"CDM, CM",240000.0,65,65,34,1,Right,3,2,183,84,48.0,56.0,59.0,59.0,62.0,72.0
Rim Chang Woo,"CB, RWB, RB",500000.0,65,65,31,1,Right,3,2,184,79,77.0,48.0,54.0,61.0,63.0,74.0
M. van Duinen,"ST, LM",600000.0,65,65,31,1,Right,4,3,185,75,69.0,64.0,58.0,64.0,48.0,73.0
J. Bartkowski,"RWB, RB",525000.0,65,65,31,1,Right,3,2,181,77,73.0,45.0,59.0,59.0,61.0,68.0
J. Turnbull,CB,625000.0,65,65,28,1,Left,2,2,185,72,50.0,27.0,44.0,48.0,64.0,79.0
Kim Hyun,ST,700000.0,65,65,30,1,Right,4,2,190,87,59.0,65.0,51.0,58.0,27.0,76.0
P. Digby,CDM,625000.0,65,65,28,1,Right,3,2,195,88,42.0,52.0,59.0,56.0,62.0,81.0
C. Labrín,CB,475000.0,65,65,32,1,Right,2,2,182,83,46.0,32.0,38.0,46.0,65.0,74.0
A. Aosman,"CF, CM, CAM",725000.0,65,65,28,1,Right,3,3,175,75,75.0,62.0,63.0,71.0,33.0,64.0
R. Edwards,"CM, CAM, CDM",700000.0,65,65,29,1,Right,2,3,175,73,69.0,62.0,63.0,68.0,59.0,71.0
S. Tibbling,"LM, RM, CM",725000.0,65,65,28,1,Right,3,3,175,74,63.0,54.0,63.0,67.0,52.0,62.0
M. Säfqvist,GK,500000.0,65,65,29,1,Right,2,1,193,89,,,,,,
D. Fällman,CB,350000.0,65,65,33,1,Right,3,2,187,84,34.0,35.0,46.0,43.0,63.0,77.0
E. Finlay,"RM, LM",575000.0,65,65,32,1,Right,3,3,175,73,75.0,62.0,61.0,65.0,42.0,60.0
C. Stockton,ST,725000.0,65,65,29,1,Right,3,2,186,75,66.0,67.0,52.0,61.0,33.0,78.0
J. Gyau,"LWB, LM",625000.0,65,65,30,1,Right,4,4,175,77,90.0,57.0,55.0,66.0,55.0,67.0
Raúl Albentosa,CB,230000.0,65,65,34,1,Right,2,2,192,89,37.0,46.0,49.0,41.0,63.0,78.0
K. Antonsen,"CM, CB, LM",725000.0,65,65,28,1,Left,3,3,172,70,76.0,61.0,62.0,65.0,63.0,75.0
A. Gilbey,CM,725000.0,65,65,28,1,Right,3,3,183,73,77.0,59.0,61.0,63.0,61.0,78.0
Z. Bakkali,"LM, RM",750000.0,65,65,27,1,Right,4,4,168,70,67.0,65.0,62.0,72.0,19.0,51.0
P. Rozzio,CB,575000.0,65,65,30,1,Right,2,2,190,79,64.0,32.0,42.0,44.0,67.0,65.0
F. Al Qarni,GK,375000.0,65,65,31,1,Right,3,1,183,90,,,,,,
K. Van Langendonck,GK,120000.0,65,65,34,1,Right,3,1,187,86,,,,,,
Maurides,ST,725000.0,65,65,29,1,Left,4,3,189,86,50.0,67.0,53.0,63.0,30.0,77.0
